Marka,Seri,Model,Yil,Yil,Vites_Tipi,Vites_Tipi,Yakit_Tipi,Yakit_Tipi,Kasa_Tipi,Kasa_Tipi,Renk,Kimden,Garanti_Durumu
,,,2020.0,,Otomatik,,LPG & Benzin,,Sedan,,Gri,Sahibinden,Garantisi Yok
,,,2015.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2008.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Gri,Sahibinden,
,,,2010.0,,Düz,,Dizel,,Hatchback/5,,Gri,Sahibinden,Garantisi Yok
,,,2007.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2004.0,,Otomatik,,Dizel,,Sedan,,Şampanya,Sahibinden,
,,,2008.0,,Otomatik,,Benzin,,Hatchback/5,,Siyah,Galeriden,Garantisi Yok
,,,2017.0,,Otomatik,,Dizel,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2012.0,,Düz,,Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2006.0,,Otomatik,,LPG & Benzin,,Sedan,,Siyah,Sahibinden,
,,,2012.0,,Yarı Otomatik,,Dizel,,Station wagon,,Beyaz,Galeriden,Garantisi Yok
,,,2013.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2015.0,,Otomatik,,LPG & Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2000.0,,Otomatik,,LPG & Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2018.0,,Yarı Otomatik,,Dizel,,Sedan,,Beyaz,Sahibinden,
,,,2013.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2016.0,,Otomatik,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2004.0,,Otomatik,,LPG & Benzin,,Hatchback/5,,Kahverengi,Sahibinden,
,,,2021.0,,Yarı Otomatik,,Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2016.0,,Otomatik,,Dizel,,Sedan,,Beyaz,Sahibinden,
,,,2011.0,,Düz,,LPG & Benzin,,Hatchback/5,,Siyah,Sahibinden,
,,,2020.0,,Yarı Otomatik,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2021.0,,Yarı Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Siyah,Sahibinden,Garantisi Yok
,,,2013.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2018.0,,Yarı Otomatik,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2016.0,,Düz,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2012.0,,Yarı Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Gri,Sahibinden,
,,,2004.0,,Otomatik,,Benzin,,Hatchback/5,,Mavi,Galeriden,Garantisi Yok
,,,2011.0,,Otomatik,,Dizel,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2018.0,,Yarı Otomatik,,Dizel,,Sedan,,Gri (Gümüş),Galeriden,Garantisi Yok
,,,2014.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri (titanyum),Sahibinden,Garantisi Var
,,,2009.0,,Düz,,LPG & Benzin,,Hatchback/5,,Gri (Gümüş),Sahibinden,
,,,2000.0,,Düz,,LPG & Benzin,,"MPV, 5 Koltuk",,Gri,Sahibinden,
,,,2011.0,,Düz,,Dizel,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2013.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Beyaz,Sahibinden,
,,,2024.0,,Otomatik,,Benzin,,Hatchback/5,,Kırmızı,Sahibinden,Garantisi Var
,,,2023.0,,Otomatik,,Benzin,,Sedan,,Kırmızı,Sahibinden,
,,,2005.0,,Düz,,LPG & Benzin,,Hatchback/5,,Mavi,Galeriden,Garantisi Var
,,,2014.0,,Yarı Otomatik,,Dizel,,Hatchback/5,,Füme,Sahibinden,
,,,2021.0,,Otomatik,,Benzin,,Sedan,,Füme,Sahibinden,Garantisi Var
,,,2003.0,,Düz,,LPG & Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2008.0,,Düz,,Dizel,,Hatchback/5,,Kırmızı,Galeriden,Garantisi Yok
,,,2007.0,,Düz,,Dizel,,Sedan,,Mavi,Sahibinden,Garantisi Yok
,,,2010.0,,Düz,,Dizel,,Sedan,,Gri (metalik),Sahibinden,Garantisi Yok
,,,2003.0,,Düz,,LPG & Benzin,,Sedan,,Gri,Galeriden,Garantisi Yok
,,,2009.0,,Otomatik,,Benzin,,Hatchback/5,,Siyah,Galeriden,Garantisi Yok
,,,2010.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Bordo,Sahibinden,
,,,2021.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2016.0,,Otomatik,,Benzin,,Sedan,,Siyah,Galeriden,Garantisi Yok
,,,2020.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2017.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Füme,Sahibinden,
,,,2017.0,,Düz,,Dizel,,Hatchback/5,,Gri (Gümüş),Sahibinden,
,,,2010.0,,Düz,,Dizel,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2017.0,,Düz,,Dizel,,Station wagon,,Sarı,Galeriden,Garantisi Yok
,,,2013.0,,Düz,,Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2005.0,,Düz,,Benzin,,Hatchback/5,,Mavi,Sahibinden,
,,,2023.0,,Düz,,Benzin,,Sedan,,Mavi,Galeriden,Garantisi Yok
,,,2023.0,,Düz,,Dizel,,Sedan,,Gri,Sahibinden,Garantisi Yok
,,,2010.0,,Düz,,LPG & Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2006.0,,Düz,,LPG & Benzin,,MPV,,Füme,Galeriden,Garantisi Var
,,,2004.0,,Düz,,Benzin,,Hatchback/5,,Mavi,Sahibinden,
,,,2005.0,,Otomatik,,LPG & Benzin,,Hatchback/5,,Siyah,Galeriden,Garantisi Yok
,,,2013.0,,Düz,,Dizel,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Dizel,,Station wagon,,Kırmızı,Sahibinden,
,,,2010.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Beyaz,Sahibinden,
,,,2001.0,,,,,,,,,Sahibinden,
,,,2022.0,,Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Gri (titanyum),Sahibinden,Garantisi Yok
,,,2020.0,,Yarı Otomatik,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Benzin,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2006.0,,Otomatik,,Benzin,,MPV,,Siyah,Galeriden,Garantisi Yok
,,,2020.0,,Düz,,LPG & Benzin,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2012.0,,Yarı Otomatik,,Benzin,,"Sedan, 5 Koltuk",,Siyah,Sahibinden,Garantisi Yok
,,,2011.0,,Düz,,Dizel,,Sedan,,Gri,Sahibinden,
,,,2004.0,,Düz,,Dizel,,Hatchback/5,,Kırmızı,Sahibinden,Garantisi Yok
,,,2017.0,,Otomatik,,Benzin,,Sedan,,Kırmızı,Sahibinden,
,,,2000.0,,Düz,,Benzin,,Hatchback/3,,Turkuaz,Sahibinden,Garantisi Yok
,,,2011.0,,Düz,,LPG & Benzin,,Sedan,,Füme,Galeriden,Garantisi Yok
,,,2012.0,,Düz,,Benzin,,Station wagon,,Gri,Galeriden,Garantisi Yok
,,,2019.0,,Otomatik,,Benzin,,Sedan,,Siyah,Galeriden,Garantisi Yok
,,,2005.0,,Otomatik,,LPG & Benzin,,Sedan,,Gri (Gümüş),Sahibinden,
,,,2021.0,,Otomatik,,Dizel,,Sedan,,Gri (Gümüş),Sahibinden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2020.0,,Otomatik,,Benzin,,"Hatchback/5, 5 Koltuk",,Beyaz,Galeriden,Garantisi Yok
,,,2012.0,,Düz,,LPG & Benzin,,"Hatchback/5, 5 Koltuk",,Füme,Galeriden,Garantisi Yok
,,,2000.0,,Düz,,LPG & Benzin,,Hatchback/5,,Gri (Gümüş),Sahibinden,Garantisi Yok
,,,2012.0,,Yarı Otomatik,,Dizel,,"Station wagon, 5 Koltuk",,Beyaz,Sahibinden,Garantisi Yok
,,,2012.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2000.0,,Düz,,LPG & Benzin,,Sedan,,Mavi (metalik),Sahibinden,-
,,,2001.0,,Düz,,LPG & Benzin,,"Station wagon, 5 Koltuk",,Kırmızı,Sahibinden,
,,,2012.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Beyaz,Galeriden,Garantisi Yok
,,,2016.0,,Düz,,Dizel,,Hatchback/5,,Beyaz,Sahibinden,
,,,2015.0,,Düz,,Dizel,,Sedan,,Beyaz,Sahibinden,
,,,2019.0,,Düz,,LPG & Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2008.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri (metalik),Sahibinden,
,,,2020.0,,Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Beyaz,Sahibinden,
,,,2004.0,,Düz,,LPG & Benzin,,"Hatchback/5, 5 Koltuk",,Gri (Gümüş),Galeriden,Garantisi Yok
,,,2004.0,,Düz,,LPG & Benzin,,Hatchback/5,,Mavi,Galeriden,Garantisi Yok
,,,2022.0,,Yarı Otomatik,,Dizel,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2019.0,,Otomatik,,Benzin,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2024.0,,Otomatik,,Hibrit,,Sedan,,Siyah,Galeriden,Garantisi Var
,,,2014.0,,Yarı Otomatik,,Dizel,,Hatchback/5,,Beyaz,Sahibinden,
,,,2011.0,,Yarı Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Gri (Gümüş),Sahibinden,
,,,2003.0,,Düz,,LPG & Benzin,,Station wagon,,Gri,Sahibinden,
,,,2012.0,,Yarı Otomatik,,Benzin,,"Coupe, 4 Koltuk",,Beyaz,Sahibinden,
,,,2018.0,,Düz,,LPG & Benzin,,Sedan,,Gri (Gümüş),Sahibinden,Garantisi Yok
,,,2020.0,,Düz,,Dizel,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2012.0,,Düz,,Dizel,,Sedan,,Gri,Sahibinden,
,,,2007.0,,Otomatik,,Dizel,,Sedan,,Mavi,Galeriden,Garantisi Yok
,,,2005.0,,Düz,,Dizel,,Sedan,,Kırmızı,Sahibinden,
,,,2016.0,,Yarı Otomatik,,Dizel,,Sedan,,Füme,Sahibinden,
,,,2021.0,,Yarı Otomatik,,Benzin,,Sedan,,Gri,Galeriden,Garantisi Yok
,,,2012.0,,Düz,,Dizel,,Hatchback/5,,Siyah,Sahibinden,
,,,2023.0,,Düz,,Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2010.0,,Düz,,LPG & Benzin,,Hatchback/5,,Bordo,Sahibinden,
,,,2013.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Gri (Gümüş),Sahibinden,
,,,2008.0,,Düz,,Dizel,,"Station wagon, 5 Koltuk",,Mavi,Sahibinden,Garantisi Var
,,,2013.0,,Yarı Otomatik,,Dizel,,Sedan,,Siyah,Sahibinden,Garantisi Yok
,,,2020.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Füme,Sahibinden,Garantisi Yok
,,,2018.0,,Düz,,Benzin,,Hatchback/5,,Kırmızı,Galeriden,Garantisi Yok
,,,2016.0,,Düz,,Dizel,,Hatchback/5,,Bordo,Galeriden,Garantisi Yok
,,,2023.0,,Otomatik,,Benzin,,Hatchback/5,,Mavi,Galeriden,Garantisi Var
,,,2017.0,,Düz,,Dizel,,Sedan,,Mavi,Sahibinden,
,,,2013.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Siyah,Galeriden,Garantisi Yok
,,,2023.0,,Düz,,Benzin,,Hatchback/5,,Beyaz,Sahibinden,Garantisi Yok
,,,2017.0,,Yarı Otomatik,,Dizel,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2009.0,,Otomatik,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2022.0,,Otomatik,,Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2003.0,,Düz,,Dizel,,Sedan,,Lacivert,Sahibinden,Garantisi Yok
,,,2021.0,,Yarı Otomatik,,Benzin,,Sedan,,Mavi,Sahibinden,Garantisi Yok
,,,2018.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Beyaz,Sahibinden,
,,,2012.0,,Yarı Otomatik,,Dizel,,Hatchback/5,,Beyaz,Sahibinden,
,,,2014.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Beyaz,Sahibinden,
,,,2020.0,,Yarı Otomatik,,Benzin,,Station wagon,,Gri,Sahibinden,
,,,2023.0,,Düz,,LPG & Benzin,,Sedan,,Mavi,Sahibinden,
,,,2017.0,,Düz,,Benzin,,Sedan,,Gri,Sahibinden,Garantisi Yok
,,,2020.0,,Otomatik,,Benzin,,Sedan,,Mavi (metalik),Sahibinden,
,,,2006.0,,Düz,,Dizel,,Hatchback/5,,Gri (metalik),Sahibinden,
,,,2004.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri (metalik),Sahibinden,Garantisi Yok
,,,2017.0,,Otomatik,,Benzin,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2021.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Siyah,Galeriden,Garantisi Yok
,,,2007.0,,Yarı Otomatik,,LPG & Benzin,,Hatchback/5,,Gri (Gümüş),Sahibinden,
,,,2014.0,,Otomatik,,Dizel,,Sedan,,Gri,Sahibinden,
,,,2023.0,,Düz,,Benzin,,Sedan,,Mavi,Galeriden,Garantisi Var
,,,2007.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Gri,Sahibinden,Garantisi Yok
,,,2011.0,,Düz,,Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2018.0,,Düz,,Dizel,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2008.0,,Otomatik,,LPG & Benzin,,Sedan,,Gri (Gümüş),Sahibinden,Garantisi Yok
,,,2012.0,,Düz,,Dizel,,"Station wagon, 5 Koltuk",,Beyaz,Sahibinden,Garantisi Yok
,,,2009.0,,Otomatik,,Dizel,,Sedan,,Bej,Sahibinden,
,,,2014.0,,Düz,,Benzin,,Sedan,,Mavi,Galeriden,Garantisi Yok
,,,2017.0,,Düz,,Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2011.0,,Düz,,Benzin,,Hatchback/5,,Siyah,Galeriden,Garantisi Yok
,,,2008.0,,Düz,,Dizel,,Hatchback/5,,Kırmızı,Sahibinden,Garantisi Yok
,,,2017.0,,Otomatik,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2013.0,,Düz,,Dizel,,Station wagon,,Kahverengi,Sahibinden,Garantisi Yok
,,,2019.0,,Otomatik,,Hibrit,,Sedan,,Füme,Galeriden,Garantisi Yok
,,,2008.0,,Düz,,Dizel,,Sedan,,Füme,Sahibinden,Garantisi Var
,,,2020.0,,Otomatik,,Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2014.0,,Düz,,Benzin,,Hatchback/5,,Beyaz,Sahibinden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Dizel,,Hatchback/5,,Beyaz,Galeriden,Garantisi Var
,,,2009.0,,Düz,,LPG & Benzin,,Hatchback/5,,Siyah,Sahibinden,Garantisi Yok
,,,2012.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri,Sahibinden,Garantisi Yok
,,,2015.0,,Yarı Otomatik,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri,Sahibinden,
,,,2019.0,,Otomatik,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2008.0,,Düz,,LPG & Benzin,,Hatchback/5,,Siyah,Sahibinden,
,,,2008.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Gri,Sahibinden,
,,,2001.0,,Düz,,Benzin,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2011.0,,Düz,,LPG & Benzin,,Sedan,,Siyah,Sahibinden,Garantisi Yok
,,,2010.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Siyah,Galeriden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2004.0,,Düz,,LPG & Benzin,,Sedan,,Gri (Gümüş),Sahibinden,
,,,2024.0,,Otomatik,,Benzin,,Hatchback/5,,Mavi (metalik),Sahibinden,Garantisi Var
,,,2015.0,,Düz,,LPG & Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2017.0,,Yarı Otomatik,,Dizel,,SUV,,Kırmızı,Sahibinden,Garantisi Yok
,,,2002.0,,Otomatik,,Benzin,,Hatchback/5,,Gri (Gümüş),Sahibinden,
,,,2024.0,,Otomatik,,Benzin,,Sedan,,Gri,Galeriden,Garantisi Var
,,,2008.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2005.0,,Düz,,LPG & Benzin,,Hatchback/5,,Siyah,Sahibinden,
,,,2009.0,,Düz,,Benzin,,Station wagon,,Gri,Galeriden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Dizel,,Sedan,,Gri,Galeriden,Garantisi Var
,,,2022.0,,Düz,,Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2014.0,,Yarı Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Siyah,Sahibinden,
,,,2000.0,,Düz,,LPG & Benzin,,"Sedan, 5 Koltuk",,Siyah,Sahibinden,
,,,2013.0,,Düz,,Dizel,,Sedan,,Siyah,Sahibinden,
,,,2024.0,,Otomatik,,Benzin,,Hatchback/5,,Mavi,Galeriden,Garantisi Var
,,,2012.0,,Düz,,Benzin,,Hatchback/5,,Gri (Gümüş),Sahibinden,Garantisi Yok
,,,2023.0,,Otomatik,,Benzin,,SUV,,Lacivert,Galeriden,Garantisi Var
,,,2017.0,,Otomatik,,Dizel,,Sedan,,Füme,Galeriden,Garantisi Yok
,,,2004.0,,Düz,,LPG & Benzin,,"Sedan, 5 Koltuk",,Gri (titanyum),Sahibinden,Garantisi Yok
,,,2001.0,,Düz,,LPG & Benzin,,Sedan,,Altın,Sahibinden,Garantisi Yok
,,,2000.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2010.0,,Düz,,LPG & Benzin,,Sedan,,Gri (Gümüş),Galeriden,Garantisi Yok
,,,2016.0,,Otomatik,,Dizel,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2024.0,,Otomatik,,Benzin,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2013.0,,Düz,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2010.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Gri,Galeriden,Garantisi Yok
,,,2023.0,,Otomatik,,Benzin,,"SUV, 5 Koltuk",,Siyah,Galeriden,Garantisi Yok
,,,2016.0,,Yarı Otomatik,,Dizel,,Sedan,,Kahverengi,Sahibinden,Garantisi Yok
,,,2013.0,,Düz,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri,Galeriden,Garantisi Yok
,,,2014.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Beyaz,Galeriden,Garantisi Yok
,,,2013.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2011.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Beyaz,Sahibinden,Garantisi Yok
,,,2019.0,,Yarı Otomatik,,Benzin,,Sedan,,Şampanya,Sahibinden,
,,,2007.0,,Düz,,LPG & Benzin,,Sedan,,Gri (Gümüş),Sahibinden,
,,,2008.0,,Düz,,LPG & Benzin,,Sedan,,Şampanya,Sahibinden,Garantisi Yok
,,,2020.0,,Otomatik,,Dizel,,"Sedan, 5 Koltuk",,Füme,Sahibinden,
,,,2020.0,,Otomatik,,Benzin,,Hatchback/5,,Beyaz,Sahibinden,
,,,2023.0,,Düz,,Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Var
,,,2007.0,,Düz,,Dizel,,Hatchback/3,,Mavi,Sahibinden,
,,,2006.0,,Otomatik,,Dizel,,Sedan,,Siyah,Galeriden,Garantisi Yok
,,,2024.0,,Yarı Otomatik,,Benzin,,Sedan,,Lacivert,Galeriden,Garantisi Var
,,,2020.0,,Düz,,Benzin,,Sedan,,Gri,Sahibinden,
,,,2009.0,,Otomatik,,Benzin,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2022.0,,Otomatik,,Dizel,,Sedan,,Siyah,Galeriden,Garantisi Yok
,,,2017.0,,Yarı Otomatik,,Dizel,,Hatchback/5,,Beyaz,Sahibinden,
,,,2024.0,,Düz,,Benzin,,Hatchback/5,,Beyaz,Galeriden,Garantisi Yok
,,,2011.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Kırmızı,Sahibinden,Garantisi Yok
,,,2011.0,,Düz,,Benzin,,"Sedan, 5 Koltuk",,Siyah,Galeriden,Garantisi Yok
,,,2016.0,,Düz,,Dizel,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2019.0,,Otomatik,,LPG & Benzin,,Sedan,,Mavi,Sahibinden,Garantisi Yok
,,,2018.0,,Yarı Otomatik,,Dizel,,Sedan,,Mavi,Galeriden,Garantisi Yok
,,,2009.0,,Düz,,LPG & Benzin,,Sedan,,Füme,Sahibinden,
,,,2014.0,,Otomatik,,LPG & Benzin,,"Hatchback/5, 5 Koltuk",,Beyaz,Galeriden,Garantisi Yok
,,,2018.0,,Düz,,Dizel,,MPV,,Gri,Galeriden,Garantisi Yok
,,,2009.0,,Otomatik,,Benzin,,Hatchback/5,,Şampanya,Galeriden,Garantisi Yok
,,,2012.0,,Yarı Otomatik,,Dizel,,"Hatchback/5, 5 Koltuk",,Gri,Sahibinden,
,,,2012.0,,Düz,,Benzin,,Sedan,,Beyaz,Sahibinden,Garantisi Yok
,,,2021.0,,Yarı Otomatik,,Dizel,,Sedan,,Beyaz,Sahibinden,
,,,2012.0,,Düz,,Benzin,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2021.0,,Düz,,LPG & Benzin,,"Sedan, 5 Koltuk",,Gri,Sahibinden,
,,,2006.0,,Düz,,Dizel,,Hatchback/5,,Mavi,Sahibinden,
,,,2022.0,,Otomatik,,Benzin,,"SUV, 5 Koltuk",,Turuncu,Galeriden,Garantisi Var
,,,2015.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Kahverengi,Galeriden,Garantisi Yok
,,,2021.0,,Otomatik,,Benzin,,Hatchback/5,,Mavi,Sahibinden,
,,,2015.0,,Düz,,Benzin,,Hatchback/5,,Gri,Galeriden,Garantisi Var
,,,2005.0,,Düz,,Benzin,,"Hatchback/5, 5 Koltuk",,Yeşil,Sahibinden,
,,,2011.0,,Düz,,Dizel,,Hatchback/5,,Gri (metalik),Sahibinden,
,,,2009.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Bej,Sahibinden,Garantisi Yok
,,,2020.0,,Düz,,Dizel,,Sedan,,Beyaz,Sahibinden,
,,,2021.0,,Otomatik,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2011.0,,Otomatik,,Benzin,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2012.0,,Otomatik,,Benzin,,Hatchback/5,,Siyah,Sahibinden,
,,,2016.0,,Otomatik,,Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2021.0,,Otomatik,,Benzin,,Hatchback/5,,Kırmızı,Galeriden,Garantisi Yok
,,,2016.0,,Otomatik,,Benzin,,Hatchback/5,,Kırmızı,Sahibinden,Garantisi Yok
,,,2014.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Lacivert,Galeriden,Garantisi Yok
,,,2012.0,,Düz,,Dizel,,Hatchback/5,,Beyaz,Sahibinden,Garantisi Yok
,,,2008.0,,Otomatik,,LPG & Benzin,,Sedan,,Gri (Gümüş),Sahibinden,
,,,2014.0,,Düz,,Dizel,,Hatchback/5,,Mavi (metalik),Sahibinden,
,,,2006.0,,Düz,,Dizel,,Hatchback/5,,Gri,Sahibinden,Garantisi Yok
,,,2001.0,,Düz,,LPG & Benzin,,Hatchback/5,,Mavi,Sahibinden,
,,,2021.0,,Düz,,Benzin,,SUV,,Füme,Sahibinden,
,,,2021.0,,Otomatik,,Benzin,,Hatchback/5,,Turuncu,Sahibinden,
,,,2004.0,,Otomatik,,Benzin,,Sedan,,Siyah,Sahibinden,-
,,,2023.0,,Otomatik,,Benzin,,Hatchback/5,,Gri,Galeriden,Garantisi Yok
,,,2015.0,,Düz,,LPG & Benzin,,Station wagon,,Beyaz,Galeriden,Garantisi Yok
,,,2008.0,,Düz,,LPG & Benzin,,Sedan,,Gri,Sahibinden,
,,,2004.0,,Düz,,Dizel,,Sedan,,Gri,Galeriden,Garantisi Yok
,,,2012.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Kırmızı,Galeriden,Garantisi Var
,,,2013.0,,Düz,,Dizel,,Hatchback/5,,Beyaz,Sahibinden,
,,,2016.0,,Düz,,Dizel,,Station wagon,,Beyaz,Galeriden,Garantisi Yok
,,,2010.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Gri,Sahibinden,
,,,2006.0,,Düz,,Dizel,,Hatchback/5,,Gri,Galeriden,Garantisi Var
,,,2022.0,,Otomatik,,Dizel,,Sedan,,Beyaz,Galeriden,Garantisi Var
,,,2013.0,,Otomatik,,Dizel,,Hatchback/5,,Siyah,Galeriden,Garantisi Yok
,,,2024.0,,Yarı Otomatik,,Benzin,,Hatchback/5,,Kırmızı,Sahibinden,Garantisi Var
,,,2015.0,,Düz,,Dizel,,Hatchback/5,,Mavi,Sahibinden,
,,,2015.0,,Düz,,LPG & Benzin,,Sedan,,Beyaz,Sahibinden,
,,,2022.0,,Otomatik,,Benzin,,Sedan,,Beyaz,Galeriden,Garantisi Yok
,,,2001.0,,Otomatik,,LPG & Benzin,,Sedan,,Yeşil,Sahibinden,Garantisi Yok
,,,2013.0,,Düz,,Dizel,,Sedan,,Beyaz,Sahibinden,
,,,2007.0,,Düz,,LPG & Benzin,,Hatchback/5,,Gri (Gümüş),Sahibinden,
,,,2004.0,,Düz,,LPG & Benzin,,Hatchback/5,,Turkuaz,Sahibinden,
,,,2020.0,,Otomatik,,Dizel,,Sedan,,Mavi,Galeriden,Garantisi Yok
,,,2005.0,,Düz,,Dizel,,"Sedan, 5 Koltuk",,Gri,Sahibinden,Garantisi Var
,,,2000.0,,Düz,,LPG & Benzin,,Sedan,,Gri,Galeriden,Garantisi Yok
,,,2017.0,,Yarı Otomatik,,Dizel,,Sedan,,Füme,Sahibinden,
,,,2019.0,,Düz,,Benzin,,MPV,,Beyaz,Galeriden,Garantisi Yok
